STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,IND,Variable,SEC,ISIC4,SCL,Size Class,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2013,,31.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2020,,9.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,68,Real estate activities,TOTAL,Total,2020,,19.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2012,,9.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82,Business economy,TOTAL,Total,2012,,11.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2012,,14.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,3.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2014,,11.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2014,,17.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2014,,17.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2018,,15.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2018,,13.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,64_66_LESS_642,Financial and insurance activities except activities of holding companies,TOTAL,Total,2019,,15.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2019,,14.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,41_43,Construction,TOTAL,Total,2019,,12.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2017,,15.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,41_43,Construction,TOTAL,Total,2017,,7.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2016,,10.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,85,Education,TOTAL,Total,2016,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2015,,7.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2015,,11.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_82_LESS_642,Services of the business economy except activities of holding companies,TOTAL,Total,2015,,20.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,85,Education,TOTAL,Total,2015,,14.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2015,,6586,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),85,Education,TOTAL,Total,2015,,5235,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2015,,62734,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),68,Real estate activities,TOTAL,Total,2016,,6917,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_82,Business economy,TOTAL,Total,2016,,198295,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2017,,26186,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),68,Real estate activities,TOTAL,Total,2017,,12167,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),41_43,Construction,TOTAL,Total,2017,,14625,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_82_LESS_642,Services of the business economy except activities of holding companies,TOTAL,Total,2014,,124845,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),85,Education,TOTAL,Total,2014,,3504,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,148409,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,100555,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2012,,9523,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),64_66_LESS_642,Financial and insurance activities except activities of holding companies,TOTAL,Total,2018,,1832,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2018,,2967,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_82,Business economy,TOTAL,Total,2018,,139514,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2018,,30585,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),64_66_LESS_642,Financial and insurance activities except activities of holding companies,TOTAL,Total,2019,,1260,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),41_43,Construction,TOTAL,Total,2019,,10298,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2019,,43954,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2019,,23671,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2019,,50920,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2020,,216476,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2020,,16458,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_82_LESS_642,Services of the business economy except activities of holding companies,TOTAL,Total,2013,,76574,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,83394,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),94_96,Other service activities,TOTAL,Total,2013,,3832,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),94_96,Other service activities,TOTAL,Total,2013,,5196,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2013,,3300,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),64_66_LESS_642,Financial and insurance activities except activities of holding companies,TOTAL,Total,2011,,1422,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),41_43,Construction,TOTAL,Total,2011,,8247,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2011,,21798,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2011,,31647,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2011,,14837,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2005,,88904,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1997,,54288,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1998,,76861,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2006,,95295,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,101151,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1998,,3.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2006,,4.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,10.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,5.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_82_LESS_642,Services of the business economy except activities of holding companies,TOTAL,Total,2018,,11.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,64_66_LESS_642,Financial and insurance activities except activities of holding companies,TOTAL,Total,2016,,9.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2020,,14.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,41_43,Construction,TOTAL,Total,2020,,12.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2019,,13.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2011,,14.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2011,,16,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,41_43,Construction,TOTAL,Total,2018,,8.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2018,,14.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2013,,9.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82,Business economy,TOTAL,Total,2013,,11.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2013,,13.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2017,,10.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,85,Education,TOTAL,Total,2017,,20,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,41_43,Construction,TOTAL,Total,2012,,11.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,68,Real estate activities,TOTAL,Total,2012,,16.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2016,,7.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,85,Education,TOTAL,Total,2016,,14,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2016,,12,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2014,,8.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,68,Real estate activities,TOTAL,Total,2014,,11.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2014,,32.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2015,,17.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2015,,12,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2015,,19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2020,,47727,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2018,,29784,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),68,Real estate activities,TOTAL,Total,2018,,12345,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),41_43,Construction,TOTAL,Total,2018,,15350,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2011,,31941,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2011,,2312,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_82,Business economy,TOTAL,Total,2011,,94386,,A,,NBR,Number,0,Units,,
